orf_id	ref dbname	EC	product	value
	refseq-nr-2014-01-18		2-polyprenylphenol hydroxylase related flavodoxin oxidoreductases	5.0
	seed-2014-01-30	1.3.3.1	Dihydroorotate dehydrogenase electron transfer subunit (EC 1.3.3.1)	17.0

L2_137_25	COG_2013-12-27		COG0493 # ER Function: NADPH-dependent glutamate synthase beta chain related oxidoreductases Organism: Methanosarcina acetivorans str.C2A (Mac)	16.0
	refseq-nr-2014-01-18		Sulfide dehydrogenase (Flavoprotein) subunit SudA	5.0
	seed-2014-01-30	1.4.1.13	Glutamate synthase large chain (EC 1.4.1.13)	16.0

L2_137_26				
	refseq-nr-2014-01-18		NAD+ synthetase	2.0
	seed-2014-01-30		Nickel responsive regulator NikR	4.0

L2_137_27				
	seed-2014-01-30		FIG00495706: 	1.0

L2_137_28				
	refseq-nr-2014-01-18		cobalamin (vitamin B12) biosynthesis CbiM protein, partial	7.0
	seed-2014-01-30		Substrate-specific component NikM nickel ECF transporter / Additional substrate-specific NikN	10.0

L2_137_29				
	refseq-nr-2014-01-18		cobalt ABC transporter permease	4.0
	seed-2014-01-30		Transmembrane component NikQ energizing module nickel ECF transporter	8.0

L2_137_30				
	refseq-nr-2014-01-18		cobalt ABC transporter, ATPase subunit, partial	6.0
	seed-2014-01-30		ATPase component NikO energizing module nickel ECF transporter	8.0

L2_137_31				
	seed-2014-01-30		Protein unknown function DUF1499	4.0

L2_137_32				
	seed-2014-01-30		protein unknown function DUF88	3.0

L2_137_33				
	refseq-nr-2014-01-18		ferrochelatase	1.0
	seed-2014-01-30	4.99.1.1	Ferrochelatase, protoheme ferro-lyase (EC 4.99.1.1)	15.0

L2_137_34				
	refseq-nr-2014-01-18		RND transporter	2.0
	seed-2014-01-30		Probable Co/Zn/Cd efflux system membrane fusion protein	6.0

L2_137_35	COG_2013-12-27		COG0139 # E Amino acid transport metabolism Function: Phosphoribosyl-AMP cyclohydrolase Organism: Neisseria meningitidis Z2491 (NmA)	15.0
	refseq-nr-2014-01-18		phosphoribosyl-ATP diphosphatase	2.0
	seed-2014-01-30	3.5.4.19	Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)	14.0
	metacyc-v4-2011-07-03	3.5.4.19	Phosphoribosyl-AMP cyclohydrolase OS Chromohalobacter salexigens (strain DSM 3043 / ATCC BAA-138 NCIMB 13768) GN hisI PE 3 SV 1 # UNIPROT Q1QWC3 HISTCYCLOHYD-RXN 3.5.4.19	34.0

L2_137_36				
	refseq-nr-2014-01-18		demethylmenaquinone methyltransferase	2.0
	seed-2014-01-30	2.1.1.163	2-heptaprenyl-1,4-naphthoquinone methyltransferase MenG (EC 2.1.1.163)	15.0

L2_137_37				
	refseq-nr-2014-01-18		VanZ family protein	2.0
	seed-2014-01-30		FIG00496512: 	1.0

L2_137_38				
	refseq-nr-2014-01-18		MULTISPECIES: 	1.0
	seed-2014-01-30		FIG00497566: 	1.0

L2_137_39				
	refseq-nr-2014-01-18		DNA ligase LigA	3.0
	seed-2014-01-30	6.5.1.2	DNA ligase (EC 6.5.1.2)	14.0

L2_137_40				
	refseq-nr-2014-01-18		MULTISPECIES: 	1.0
	seed-2014-01-30		Lycopene cyclase, CruA type	4.0

L2_137_41	COG_2013-12-27		COG1136 # V Defense mechanisms Function: ABC-type antimicrobial peptide transport system, ATPase component Organism: Escherichia coli O157:H7 (Ecs)	18.0
	refseq-nr-2014-01-18		Lipoprotein-releasing system ATP-binding protein LolD	4.0
	seed-2014-01-30		Lipoprotein releasing system ATP-binding protein LolD	5.0

L2_137_42				
	refseq-nr-2014-01-18		short-chain dehydrogenase	2.0
	seed-2014-01-30		FolM Alternative dihydrofolate reductase 1	5.0

L2_137_43				
	seed-2014-01-30		FIG00495885: 	1.0

L2_137_44				
	seed-2014-01-30		FIG00496877: 	1.0

L2_137_45				
	seed-2014-01-30		FIG00496681: 	1.0

L2_137_46				
	CAZY_2014_09_04		Alpha amylase, catalytic subdomain [ (GH13)	6.0
	refseq-nr-2014-01-18		alpha amylase	2.0
	seed-2014-01-30		Alpha-amylase family protein	2.0

L2_137_47				
	refseq-nr-2014-01-18		Cytochrome bc complex cytochrome b subunit	6.0
	seed-2014-01-30	1.10.2.2	Ubiquinol--cytochrome c reductase, cytochrome B subunit (EC 1.10.2.2)	18.0

L2_137_48				
	refseq-nr-2014-01-18		Rieske (2Fe-2S) domain-containing protein	3.0
	seed-2014-01-30	1.10.2.2	Ubiquinol-cytochrome C reductase iron-sulfur subunit (EC 1.10.2.2)	17.0

L2_137_49				
	refseq-nr-2014-01-18		hydroxyneurosporene dehydrogenase	2.0
	seed-2014-01-30		Hydroxyneurosporene synthase	2.0

L2_137_50				
	refseq-nr-2014-01-18		Glutamyl-tRNA synthetase / Glutamyl-tRNA(Gln)	4.0
	seed-2014-01-30	6.1.1.17	Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) 6.1.1.24)	17.0
	metacyc-v4-2011-07-03	6.1.1.17	Glutamyl-tRNA synthetase OS Salinibacter ruber (strain DSM 13855 / M31) GN gltX PE 3 SV 2 # UNIPROT Q2S1L8 GLURS-RXN 6.1.1.17	31.0

L2_137_51	COG_2013-12-27		COG0465 # O Posttranslational modification, protein turnover, chaperones Function: ATP-dependent Zn proteases Organism: Escherichia coli O157:H7 EDL933 (EcZ)	17.0
	refseq-nr-2014-01-18		membrane protease FtsH catalytic subunit	5.0
	seed-2014-01-30		Cell division protein FtsH (EC 3.4.24.-)	5.0

L2_137_52	COG_2013-12-27		COG0730 # R General function prediction only Function: Predicted permeases Organism: Nostoc sp. PCC 7120 (Nos)	16.0
	refseq-nr-2014-01-18		permease	1.0
	seed-2014-01-30		FIG00495758: 	1.0

L2_137_53				
	refseq-nr-2014-01-18		transcriptional regulator	2.0
	seed-2014-01-30		Integration host factor alpha/beta	4.0

L2_137_54	COG_2013-12-27		COG0503 # F Nucleotide transport metabolism Function: Adenine/guanine phosphoribosyltransferases related PRPP-binding proteins Organism: Escherichia coli O157:H7 EDL933 (EcZ)	18.0
	refseq-nr-2014-01-18		adenine phosphoribosyltransferase	2.0
	seed-2014-01-30	2.4.2.7	Adenine phosphoribosyltransferase (EC 2.4.2.7)	14.0
	metacyc-v4-2011-07-03	2.4.2.7	Adenine phosphoribosyltransferase OS Paracoccus denitrificans (strain Pd 1222) GN apt PE 3 SV 1 # UNIPROT A1B843 ADENPRIBOSYLTRAN-RXN 2.4.2.7	29.0

L2_137_55				
	refseq-nr-2014-01-18		MiaB family RNA modification protein	4.0
	seed-2014-01-30		tRNA-t(6)A37 methylthiotransferase	2.0

L2_137_56				
	seed-2014-01-30		FIG00498400: 	1.0

L2_136_0				
	refseq-nr-2014-01-18		anti-sigma regulatory factor, serine/threonine protein kinase	5.0
	seed-2014-01-30		putative anti-sigma regulatory factor (serine/threonine protein kinase)	6.0

L2_136_1	COG_2013-12-27		COG0166 # G Carbohydrate transport metabolism Function: Glucose-6-phosphate isomerase Organism: Escherichia coli O157:H7 EDL933 (EcZ)	15.0
	refseq-nr-2014-01-18		glucose-6-phosphate isomerase	2.0
	seed-2014-01-30	5.3.1.9	Glucose-6-phosphate isomerase (EC 5.3.1.9)	14.0
	metacyc-v4-2011-07-03	5.3.1.9	Glucose-6-phosphate isomerase OS Deinococcus geothermalis (strain DSM 11300) GN pgi PE 3 SV 2 # UNIPROT Q1IYT4 PGLUCISOM-RXN 5.3.1.9	29.0

L2_136_2				
	refseq-nr-2014-01-18		nitrogen regulatory protein P-II	3.0
	seed-2014-01-30		Nitrogen regulatory protein P-II	3.0

L2_136_3				
	refseq-nr-2014-01-18		ammonium transporter	2.0
	seed-2014-01-30		Ammonium transporter	2.0

L2_136_4				
	refseq-nr-2014-01-18		ammonium transporter (TC 1.A.11)	4.0
	seed-2014-01-30		Ammonium transporter	2.0

L2_136_5				
	refseq-nr-2014-01-18		Nitrogen regulatory protein P-II	3.0
	seed-2014-01-30		Nitrogen regulatory protein P-II	3.0

L2_136_6				
	refseq-nr-2014-01-18		chloride channel protein	2.0
	seed-2014-01-30		Chloride channel protein	2.0

L2_136_7				
	refseq-nr-2014-01-18		citrate transporter	2.0
	seed-2014-01-30		Probable transmembrane protein	2.0

L2_136_8				
	seed-2014-01-30		FIG00497350: 	1.0

L2_136_9				
	refseq-nr-2014-01-18		RNA-directed DNA polymerase	3.0
	seed-2014-01-30		Retron-type reverse transcriptase [Haemophilus	4.0

L2_131_1				
	refseq-nr-2014-01-18		redoxin	1.0
	seed-2014-01-30		thiol:disulfide interchange protein, thioredoxin family protein	5.0

L2_131_2	COG_2013-12-27		COG1274 # C Energy production conversion Function: Phosphoenolpyruvate carboxykinase (GTP) Organism: Mycobacterium tuberculosis H37Rv (Mtu)	15.0
	refseq-nr-2014-01-18		phosphoenolpyruvate carboxykinase	2.0
	seed-2014-01-30	4.1.1.32	Phosphoenolpyruvate carboxykinase (EC 4.1.1.32)	14.0

L2_131_3	COG_2013-12-27		COG3360 # S Function unknown Function: Uncharacterized conserved protein Organism: Sinorhizobium meliloti (Sme)	11.0
	refseq-nr-2014-01-18		Dodecin flavoprotein	2.0
	seed-2014-01-30		FIG00956804: 	1.0

L2_131_4				
	refseq-nr-2014-01-18		zinc finger SWIM domain-containing protein	4.0
	seed-2014-01-30		SWF/SNF family helicase	3.0

L2_131_5	COG_2013-12-27		COG0553 # KL Function: Superfamily II DNA/RNA helicases, SNF2 family Organism: Methanosarcina acetivorans str.C2A (Mac)	15.0
	refseq-nr-2014-01-18		helicase SNF2	2.0
	seed-2014-01-30		Helicase, SNF2/RAD54 family	3.0

L2_131_6				
	refseq-nr-2014-01-18		putative uncharacterized protein	2.0

L2_131_8				
	refseq-nr-2014-01-18		MFS transporter	2.0
	seed-2014-01-30		transporter, putative	2.0

L2_131_9				
	refseq-nr-2014-01-18		Inner membrane component tripartite multidrug resistance system	7.0
	seed-2014-01-30		Inner membrane component tripartite multidrug resistance system	7.0

L2_131_10				
	refseq-nr-2014-01-18		secretion protein HlyD	2.0
	seed-2014-01-30		Membrane fusion component tripartite multidrug resistance system	7.0

L2_131_11				
	refseq-nr-2014-01-18		universal stress protein UspA	3.0
	seed-2014-01-30		Universal stress protein family	3.0

L2_131_12				
	refseq-nr-2014-01-18		transporter	1.0
	seed-2014-01-30		Outer membrane component tripartite multidrug resistance system	7.0

L2_131_13				
	refseq-nr-2014-01-18		Fis family transcriptional regulator	4.0
	seed-2014-01-30		Formate hydrogenlyase transcriptional activator	4.0

L2_131_14				
	refseq-nr-2014-01-18		GntR family transcriptional regulator	4.0
	seed-2014-01-30	2.6.1.1	Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)	20.0

L2_131_15				
	refseq-nr-2014-01-18		amino acid binding ACT domain-containing protein	5.0
	seed-2014-01-30		Amino acid-binding ACT	3.0

L2_131_16	COG_2013-12-27		COG1541 # H Coenzyme transport metabolism Function: F390 synthetase Organism: Methanosarcina acetivorans str.C2A (Mac)	14.0
	refseq-nr-2014-01-18		Phenylacetate-coenzyme A ligase	3.0
	seed-2014-01-30	6.2.1.30	Phenylacetate-coenzyme A ligase (EC 6.2.1.30) PaaF	16.0
	metacyc-v4-2011-07-03	6.2.1.30	Phenylacetate-coenzyme A ligase OS Escherichia coli (strain K12) GN paaK PE 1 SV # UNIPROT P76085 PHENYLACETATE--COA-LIGASE-RXN MetaCyc:G6719-MONOMER 6.2.1.30	29.0

L2_131_17				
	refseq-nr-2014-01-18		Pyruvate ferredoxin/flavodoxin oxidoreductase	3.0
	seed-2014-01-30	1.2.7.8	Indolepyruvate oxidoreductase subunit IorB (EC 1.2.7.8)	16.0

L2_131_18				
	refseq-nr-2014-01-18		indolepyruvate ferredoxin oxidoreductase	3.0
	seed-2014-01-30	1.2.7.8	Indolepyruvate oxidoreductase subunit IorA (EC 1.2.7.8)	16.0

L2_131_20				
	refseq-nr-2014-01-18		amino acid permease	3.0
	seed-2014-01-30		amino acid permease family protein	4.0

L2_131_21				
	refseq-nr-2014-01-18		class III aminotransferase	3.0
	seed-2014-01-30	2.6.1.62	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	14.0

L2_131_22				
	seed-2014-01-30		putative transmembrane protein	2.0

L2_131_23	COG_2013-12-27		COG2873 # E Amino acid transport metabolism Function: O-acetylhomoserine sulfhydrylase Organism: Thermotoga maritima (Tma)	14.0
	refseq-nr-2014-01-18		O-acetylhomoserine aminocarboxypropyltransferase	2.0
	seed-2014-01-30	2.5.1.49	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine 2.5.1.48)	17.0
	metacyc-v4-2011-07-03	2.5.1.47	Protein MET17 OS Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN PE 1 SV 3 # UNIPROT P06106 ACSERLY-RXN MetaCyc:MONOMER-387 2.5.1.47	31.0

L2_131_25				
	refseq-nr-2014-01-18		Radical SAM	2.0
	seed-2014-01-30		Radical SAM	2.0

L2_131_26	COG_2013-12-27		NULL # S Function unknown Function: Uncharacterized protein containing LysM domain Organism: Nostoc sp. PCC 7120 (Nos)	16.0
	refseq-nr-2014-01-18		phage tail protein	2.0
	seed-2014-01-30		FIG00613894: 	1.0

L2_131_27				
	refseq-nr-2014-01-18		AraC family transcriptional regulator	4.0
	seed-2014-01-30		Transcriptional regulator, AraC family	4.0

L2_131_28				
	refseq-nr-2014-01-18		Abortive infection protein	2.0

L2_131_29				
	refseq-nr-2014-01-18		putative uncharacterized protein	2.0
	seed-2014-01-30		Nitroreductase family protein	2.0

L2_131_30				
	seed-2014-01-30		FIG00496152: 	1.0

L2_131_31	COG_2013-12-27		COG0216 # J Translation, ribosomal structure biogenesis Function: Protein chain release factor A Organism: Staphylococcus aureus N315 (Sau)	18.0
	refseq-nr-2014-01-18		Peptide chain release factor 1	5.0
	seed-2014-01-30		Peptide chain release factor 1	5.0

L2_131_32				
	refseq-nr-2014-01-18		peptidase	1.0
	seed-2014-01-30		Membrane-associated zinc metalloprotease	3.0

L2_131_33	COG_2013-12-27		COG0743 # I Lipid transport metabolism Function: 1-deoxy-D-xylulose 5-phosphate reductoisomerase Organism: Nostoc sp. PCC 7120 (Nos)	16.0
	refseq-nr-2014-01-18		1-deoxy-D-xylulose 5-phosphate reductoisomerase	3.0
	seed-2014-01-30	1.1.1.267	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	15.0
	metacyc-v4-2011-07-03	1.1.1.267	1-deoxy-D-xylulose 5-phosphate reductoisomerase OS Geobacter lovleyi (strain ATCC BAA-1151 / DSM 17278 SZ) GN dxr PE 3 SV 1 # UNIPROT B3E7B0 DXPREDISOM-RXN 1.1.1.267	34.0

L2_131_35				
	refseq-nr-2014-01-18		acylphosphatase	1.0
	seed-2014-01-30	3.6.1.7	Acylphosphate phosphohydrolase (EC 3.6.1.7), putative	15.0

L2_131_36	COG_2013-12-27		COG0465 # O Posttranslational modification, protein turnover, chaperones Function: ATP-dependent Zn proteases Organism: Listeria innocua (Lin)	15.0
	refseq-nr-2014-01-18		membrane protease FtsH catalytic subunit	5.0
	seed-2014-01-30		Cell division protein FtsH (EC 3.4.24.-)	5.0

L2_131_37				
	refseq-nr-2014-01-18		orotidine 5'-phosphate decarboxylase	3.0
	seed-2014-01-30	4.1.1.23	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	15.0

L2_131_38	COG_2013-12-27		COG0449 # M Cell wall/membrane/envelope biogenesis Function: Glucosamine 6-phosphate synthetase, contains amidotransferase phosphosugar isomerase domains Organism: Methanosarcina acetivorans str.C2A (Mac)	20.0
	refseq-nr-2014-01-18		glutamine amidotransferase	2.0
	seed-2014-01-30	2.6.1.16	Glucosamine--fructose-6-phosphate aminotransferase (EC 2.6.1.16)	14.0
	metacyc-v4-2011-07-03	2.6.1.16	Glucosamine--fructose-6-phosphate aminotransferase OS Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 JCM 12185 C2A) GN glmS PE 3 SV # UNIPROT Q8TLL3 L-GLN-FRUCT-6-P-AMINOTRANS-RXN MACE188937:MA3023-MONOMER 2.6.1.16	35.0

L2_131_39	COG_2013-12-27		COG1090 # R General function prediction only Function: Predicted nucleoside-diphosphate sugar epimerase Organism: Nostoc sp. PCC 7120 (Nos)	18.0
	refseq-nr-2014-01-18		multidrug MFS transporter	3.0
	seed-2014-01-30		Cell division inhibitor	3.0

L2_131_40				
	refseq-nr-2014-01-18		Ferritin Dps, partial	3.0
	seed-2014-01-30		Bacterioferritin	1.0

L2_131_41	COG_2013-12-27		COG0724 # R General function prediction only Function: RNA-binding proteins (RRM domain) Organism: Nostoc sp. PCC 7120 (Nos)	18.0
	refseq-nr-2014-01-18		protein containing RNA recognition motif, RNP-1 domain	6.0
	seed-2014-01-30		RNA-binding region RNP-1	3.0

L2_131_42	COG_2013-12-27		COG0004 # P Inorganic ion transport metabolism Function: Ammonia permease Organism: Neisseria meningitidis Z2491 (NmA)	15.0
	refseq-nr-2014-01-18		Ammonium transporter Amt	3.0
	seed-2014-01-30		Ammonium transporter	2.0

L2_131_43	COG_2013-12-27		COG0347 # E Amino acid transport metabolism Function: Nitrogen regulatory protein PII Organism: Mycobacterium tuberculosis H37Rv (Mtu)	16.0
	refseq-nr-2014-01-18		nitrogen regulatory protein P-II	3.0
	seed-2014-01-30		Nitrogen regulatory protein P-II	3.0

L2_131_44				
	seed-2014-01-30		TPR repeat	2.0

L2_131_45				
	refseq-nr-2014-01-18		condensin subunit ScpA	3.0
	seed-2014-01-30		Segregation condensation protein A	3.0

L2_131_46				
	seed-2014-01-30		FIG00496002: 	1.0

L2_131_47				
	seed-2014-01-30		TsaE protein, required threonylcarbamoyladenosine t(6)A37 formation tRNA	7.0

L2_131_48				
	refseq-nr-2014-01-18		peptidase M22 glycoprotease	3.0
	seed-2014-01-30		TsaB protein, required threonylcarbamoyladenosine (t(6)A) formation tRNA	7.0

L2_131_49	COG_2013-12-27		COG2944 # K Transcription Function: Predicted transcriptional regulator Organism: Escherichia coli O157:H7 EDL933 (EcZ)	14.0
	refseq-nr-2014-01-18		XRE family transcriptional regulator	4.0
	seed-2014-01-30		Putative DNA-binding protein	2.0

L2_131_50	COG_2013-12-27		COG4737 # S Function unknown Function: Uncharacterized protein conserved bacteria Organism: Neisseria meningitidis Z2491 (NmA)	13.0
	refseq-nr-2014-01-18		addiction module toxin RelE	4.0
	seed-2014-01-30		FIG071147: 	1.0

L2_131_51				
	seed-2014-01-30		FIG00498974: 	1.0

L2_131_52				
	refseq-nr-2014-01-18		XRE family transcriptional regulator	4.0
	seed-2014-01-30		transcriptional regulator, XRE family	4.0

L2_131_53				
	refseq-nr-2014-01-18		iojap family protein	2.0
	seed-2014-01-30		Ribosomal silencing factor RsfA (former Iojap)	6.0

L2_131_54	COG_2013-12-27		COG0188 # L Replication, recombination repair Function: Type IIA topoisomerase (DNA gyrase/topo II, IV), A subunit Organism: Methanosarcina acetivorans str.C2A (Mac)	21.0
	refseq-nr-2014-01-18		DNA gyrase subunit A	4.0
	seed-2014-01-30	5.99.1.3	DNA gyrase subunit A (EC 5.99.1.3)	16.0

L2_131_55				
	refseq-nr-2014-01-18		zinc finger CDGSH-type domain-containing protein	4.0
	seed-2014-01-30	1.4.1.13	Glutamate synthase large chain (EC 1.4.1.13)	16.0

L2_131_56	COG_2013-12-27		COG0504 # F Nucleotide transport metabolism Function: CTP synthase (UTP-ammonia lyase) Organism: Methanococcus jannaschii (Mja)	15.0
	refseq-nr-2014-01-18		CTP synthetase	2.0
	seed-2014-01-30	6.3.4.2	CTP synthase (EC 6.3.4.2)	14.0
	metacyc-v4-2011-07-03	6.3.4.2	CTP synthase OS Coprothermobacter proteolyticus (strain ATCC 35245 / DSM 5265 BT) GN pyrG PE 3 SV 1 # UNIPROT B5Y8A3 CTPSYN-RXN 6.3.4.2	33.0

L2_130_0				
	refseq-nr-2014-01-18		Cell division inhibitor	3.0
	seed-2014-01-30		Cell division inhibitor	3.0

L2_130_1				
	refseq-nr-2014-01-18		TonB-denpendent receptor	2.0
	seed-2014-01-30		Outer membrane vitamin B12 receptor BtuB	6.0

L2_130_2	COG_2013-12-27		COG0778 # C Energy production conversion Function: Nitroreductase Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	15.0
	refseq-nr-2014-01-18		cob(II)yrinic acid a,c-diamide reductase	4.0
	seed-2014-01-30	2.4.2.21	domain unknown function / Cobalamin biosynthesis protein BluB @ 5,6-dimethylbenzimidazole synthase, flavin destructase family Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)	27.0
	metacyc-v4-2011-07-03	1.14.99.40	BluB OS Rhizobium meliloti GN bluB PE 1 SV # UNIPROT Q92PC8 RXN-8771 SMEL266834:SMC00166-MONOMER 1.14.99.40	25.0

L2_130_3				
	refseq-nr-2014-01-18		cobyric acid synthase CobQ	4.0
	seed-2014-01-30	6.3.5.10	Cobyric acid synthase (EC 6.3.5.10)	15.0

L2_130_4				
	refseq-nr-2014-01-18		L-threonine O-3-phosphate decarboxylase	3.0
	seed-2014-01-30	4.1.1.81	L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81)	15.0

L2_130_5				
	refseq-nr-2014-01-18		cobalamin biosynthesis protein CobD	3.0
	seed-2014-01-30	6.3.1.10	Adenosylcobinamide-phosphate synthase (EC 6.3.1.10)	14.0

L2_130_6				
	refseq-nr-2014-01-18		cob(I)yrinic acid c-diamide adenosyltransferase	4.0
	seed-2014-01-30	2.5.1.17	Cob(I)alamin adenosyltransferase (EC 2.5.1.17)	14.0

L2_130_7				
	refseq-nr-2014-01-18		ABC transporter permease	3.0
	seed-2014-01-30		Vitamin B12 ABC transporter, permease component BtuC	7.0

L2_130_8				
	refseq-nr-2014-01-18		ABC transporter	2.0
	seed-2014-01-30		Vitamin B12 ABC transporter, ATPase component BtuD	7.0

L2_130_9				
	refseq-nr-2014-01-18		xylose isomerase	2.0
	seed-2014-01-30		FIG00495974: 	1.0

L2_130_10				
	refseq-nr-2014-01-18		Amino acid adenylation	3.0
	seed-2014-01-30	6.2.1.3	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	14.0

L2_130_11				
	refseq-nr-2014-01-18		Amino acid adenylation	3.0

L2_133_2				
	refseq-nr-2014-01-18		radical SAM protein	2.0
	seed-2014-01-30		BchE/P-methylase family protein	2.0

L2_133_3				
	refseq-nr-2014-01-18		DNA mismatch repair protein MutS	4.0
	seed-2014-01-30		DNA mismatch repair protein MutS	4.0

L2_133_4				
	refseq-nr-2014-01-18		50S ribosomal protein L21	3.0
	seed-2014-01-30		LSU ribosomal protein L21p	3.0

L2_133_5	COG_2013-12-27		COG0211 # J Translation, ribosomal structure biogenesis Function: Ribosomal protein L27 Organism: Nostoc sp. PCC 7120 (Nos)	16.0
	refseq-nr-2014-01-18		50S ribosomal protein L27	3.0
	seed-2014-01-30		LSU ribosomal protein L27p	3.0

L2_133_6	COG_2013-12-27		COG0039 # C Energy production conversion Function: Malate/lactate dehydrogenases Organism: Methanosarcina acetivorans str.C2A (Mac)	14.0
	refseq-nr-2014-01-18		malate dehydrogenase	2.0
	seed-2014-01-30	1.1.1.37	Malate dehydrogenase (EC 1.1.1.37)	14.0
	metacyc-v4-2011-07-03	1.1.1.37	Malate dehydrogenase OS Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 JCM 9062 NBRC 15155 AMRC-C165) GN mdh PE 3 SV 1 # UNIPROT Q9HJL5 MALATE-DEH-RXN TACI273075:TA0952-MONOMER 1.1.1.37	38.0

L2_133_7				
	refseq-nr-2014-01-18		Agmatine deiminase	2.0
	seed-2014-01-30	3.5.3.12	Agmatine deiminase (EC 3.5.3.12)	14.0

L2_133_8				
	refseq-nr-2014-01-18		CAAX prenyl protease 1, putative	5.0
