KO	Function Category Level 4	Gene Count
K02045	cysA; sulfate transport system ATP-binding protein [EC:3.6.3.25]	0
K10542	mglA; methyl-galactoside transport system ATP-binding protein [EC:3.6.3.17]	0
K02047	cysW; sulfate transport system permease protein	0
K02046	cysU; sulfate transport system permease protein	0
K02049	ABC.SN.A, ssuB, tauB; sulfonate/nitrate/taurine transport system ATP-binding protein	0
K02048	cysP, sbp; sulfate transport system substrate-binding protein	0
K05657	ABCB10; ATP-binding cassette, subfamily B (MDR/TAP), member 10	0
K05656	ABCB9, TAPL; ATP-binding cassette, subfamily B (MDR/TAP), member 9	0
K05651	ABCA9; ATP-binding cassette, subfamily A (ABC1), member 9	0
K05650	ABCA8; ATP-binding cassette, subfamily A (ABC1), member 8	0
K10549	alsB; D-allose transport system substrate-binding protein	0
K10548	ABC.GGU.A, gguA; putative multiple sugar transport system ATP-binding protein	0
K05681	ABCG2; ATP-binding cassette, subfamily G (WHITE), member 2	0
K06857	ABC.TG.A; putative tungstate transport system ATP-binding protein	0
K02006	cbiO; cobalt/nickel transport system ATP-binding protein	0
K10200	ABC.NGC.S; N-acetylglucosamine transport system substrate-binding protein	0
K10201	ABC.NGC.P; N-acetylglucosamine transport system permease protein	0
K10227	smoE, mtlE; sorbitol/mannitol transport system substrate-binding protein	0
K10440	rbsC; ribose transport system permease protein	0
K10441	rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17]	0
K09689	ABC-2.CPSE.A; capsular polysaccharide transport system ATP-binding protein	0
K05676	ABCD2, ALDL1; ATP-binding cassette, subfamily D (ALD), member 2	0
K05661	ABCB6; ATP-binding cassette, subfamily B (MDR/TAP), member 6	0
K10040	ABC.GLN1.P; putative glutamine transport system permease protein	0
K10041	ABC.GLN1.A; putative glutamine transport system ATP-binding protein [EC:3.6.3.-]	0
K05646	ABCA12; ATP-binding cassette, subfamily A (ABC1), member 12	0
K09697	natA; sodium transport system ATP-binding protein	0
K09816	znuB; zinc transport system permease protein	0
K10020	occQ, nocQ; octopine/nopaline transport system permease protein	0
K11085	msbA; ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]	0
K05663	ABC.ATM; mitochondrial ABC transporter ATM	0
K10021	occP, nocP; octopine/nopaline transport system ATP-binding protein [EC:3.6.3.-]	0
K01995	livG; branched-chain amino acid transport system ATP-binding protein	0
K11710	troB, mntB, znuC; manganese/zinc/iron transport system ATP- binding protein	0
K05659	ABCB4; ATP-binding cassette, subfamily B (MDR/TAP), member 4	0
K10022	aotJ; arginine/ornithine transport system substrate-binding protein	0
K05665	ABCC1; ATP-binding cassette, subfamily C (CFTR/MRP), member 1	0
K10238	thuG, sugB; trehalose/maltose transport system permease protein	0
K05669	ABCC6; ATP-binding cassette, subfamily C (CFTR/MRP), member 6	0
K10439	rbsB; ribose transport system substrate-binding protein	0
K05780	phnL; putative phosphonate transport system ATP-binding protein	0
K10537	araF; L-arabinose transport system substrate-binding protein	0
K12372	dppF; dipeptide transport system ATP-binding protein	0
K05660	ABCB5; ATP-binding cassette, subfamily B (MDR/TAP), member 5	0
K10024	aotQ; arginine/ornithine transport system permease protein	0
K10538	araH; L-arabinose transport system permease protein	0
K10539	araG; L-arabinose transport system ATP-binding protein [EC:3.6.3.17]	0
K11720	lptG; lipopolysaccharide export system permease protein	0
K02071	ABC.MET.A, metN; D-methionine transport system ATP-binding protein	0
K02072	ABC.MET.P, metI; D-methionine transport system permease protein	0
K10025	aotP; arginine/ornithine transport system ATP-binding protein [EC:3.6.3.-]	0
K03204	virB9; type IV secretion system protein VirB9	0
K03073	secE; preprotein translocase subunit SecE	0
K11907	vasG, clpV; type VI secretion system protein VasG	0
K03200	virB5; type IV secretion system protein VirB5	0
K03116	tatA; sec-independent protein translocase protein TatA	0
K03202	virB7; type IV secretion system protein VirB7	0
K03072	secD; preprotein translocase subunit SecD	0
K03205	virD4; type IV secretion system protein VirD4	0
K11004	hlyB, cyaB; ATP-binding cassette, subfamily B, bacterial HlyB/CyaB	0
K02465	gspS; general secretion pathway protein S	0
K02464	gspO; general secretion pathway protein O [EC:3.4.23.43 2.1.1.-]	0
K02462	gspM; general secretion pathway protein M	0
K11003	hlyD, cyaD; hemolysin D	0
K02460	gspK; general secretion pathway protein K	0
K03228	yscT; type III secretion protein SctT	0
K03229	yscU; type III secretion protein SctU	0
K03106	SRP54, ffh; signal recognition particle subunit SRP54	0
K03222	yscJ; type III secretion protein SctJ	0
K03223	yscL; type III secretion protein SctL	0
K03199	virB4; type IV secretion system protein VirB4	0
K03221	yscF; type III secretion protein SctF	0
K03226	yscR; type III secretion protein SctR	0
K03227	yscS; type III secretion protein SctS	0
K03224	yscN; ATP synthase in type III secretion protein SctN [EC:3.6.3.14]	0
K03225	yscQ; type III secretion protein SctQ	0
K03196	virB11; type IV secretion system protein VirB11	0
K03076	secY; preprotein translocase subunit SecY	0
K11904	vgrG; type VI secretion system secreted protein VgrG	0
K11906	vasD, lip; type VI secretion system protein VasD	0
K03203	virB8; type IV secretion system protein VirB8	0
K11892	impK, ompA, vasF, dotU; type VI secretion system protein ImpK	0
K13301	secM; secretion monitor	0
K11903	K11903, hcp; type VI secretion system secreted protein Hcp	0
K12342	yadB_C; adhesin YadB/C	0
K12341	yadA; adhesin YadA	0
K12340	tolC; outer membrane channel protein TolC	0
K12257	secDF; SecD/SecF fusion protein	0
K02456	gspG; general secretion pathway protein G	0
K02457	gspH; general secretion pathway protein H	0
K02454	gspE; general secretion pathway protein E	0
K02455	gspF; general secretion pathway protein F	0
K02452	gspC; general secretion pathway protein C	0
K02453	gspD; general secretion pathway protein D	0
K03075	secG; preprotein translocase subunit SecG	0
K03074	secF; preprotein translocase subunit SecF	0
K11016	shlA, hhdA, hpmA; hemolysin	0
K11017	shlB, hhdB, hpmB; hemolysin activation/secretion protein??	0
K03219	yscC; type III secretion protein SctC	0
K03071	secB; preprotein translocase subunit SecB	0
K03195	virB10; type IV secretion system protein VirB10	0
K02458	gspI; general secretion pathway protein I	0
K02459	gspJ; general secretion pathway protein J	0
K03110	ftsY; fused signal recognition particle receptor	0
K02461	gspL; general secretion pathway protein L	0
K03210	yajC; preprotein translocase subunit YajC	0
K03117	tatB; sec-independent protein translocase protein TatB	0
K03118	tatC; sec-independent protein translocase protein TatC	0
K03230	yscV; type III secretion protein SctV	0
K03197	virB2; type IV secretion system protein VirB2	0
K11913	fha1; type VI secretion system protein	0
K11891	impL, vasK, icmF; type VI secretion system protein ImpL	0
K03194	virB1; type IV secretion system protein VirB1	0
K03201	virB6; type IV secretion system protein VirB6	0
K11912	ppkA; serine/threonine-protein kinase PpkA [EC:2.7.11.1]	0
K03070	secA; preprotein translocase subunit SecA	0
K11915	stp1, pppA; serine/threonine protein phosphatase Stp1 [EC:3.1.3.16]	0
K04058	yscW; type III secretion protein SctW	0
K04059	yscX; type III secretion protein SctX	0
K03217	yidC, spoIIIJ, OXA1; preprotein translocase subunit YidC	0
K03425	tatE; sec-independent protein translocase protein TatE	0
K11028	vacA; vacuolating cytotoxin	0
K03198	virB3; type IV secretion system protein VirB3	0
K04056	yscO; type III secretion protein SctO	0
K04057	yscP; type III secretion protein SctP	0
K05206	GRID1; glutamate receptor, ionotropic, delta 1	0
K05207	GRID2; glutamate receptor, ionotropic, delta 2	0
K05204	GRIK4; glutamate receptor, ionotropic, kainate 4	0
K05269	PRH; Prolactin-releasing peptide	0
K05202	GRIK2; glutamate receptor, ionotropic, kainate 2	0
K05203	GRIK3; glutamate receptor, ionotropic, kainate 3	0
K05200	GRIA4; glutamate receptor, ionotropic, AMPA 4	0
K05201	GRIK1; glutamate receptor, ionotropic, kainate 1	0
K05208	GRIN1; glutamate receptor, ionotropic, N-methyl D-aspartate 1	0
K05209	GRIN2A; glutamate receptor, ionotropic, N-methyl-D-aspartate 2A	0
K05188	GABRG3; gamma-aminobutyric acid (GABA) A receptor gamma-3	0
K05205	GRIK5; glutamate receptor, ionotropic, kainate 5	0
K05439	PRL; prolactin	0
K04009	C3AR1; C3a anaphylatoxin chemotactic receptor	0
K05178	GABRA4; gamma-aminobutyric acid (GABA) A receptor alpha-4	0
K05179	GABRA5; gamma-aminobutyric acid (GABA) A receptor alpha-5	0
K05840	DRD5; dopamine receptor D5	0
K05175	GABRA1; gamma-aminobutyric acid (GABA) A receptor alpha-1	0
K05176	GABRA2; gamma-aminobutyric acid (GABA) A receptor alpha-2	0
K05177	GABRA3; gamma-aminobutyric acid (GABA) A receptor alpha-3	0
K05424	LEP; leptin	0
K04615	GABBR1; gamma-aminobutyric acid (GABA) B receptor 1	0
K04168	NMBR; neuromedin B receptor	0
K04169	GRPR; gastrin-releasing peptide receptor	0
K04272	P2RY6; pyrimidinergic receptor P2Y, G protein-coupled, 6	0
K04273	LPAR6, P2RY5; lysophosphatidic acid receptor 6	0
K04274	P2RY10; purinergic receptor P2Y, G protein-coupled, 10	0
K04275	LPAR4, GPR23; lysophosphatidic acid receptor 4	0
K04276	GPR35; G protein-coupled receptor 35	0
K04277	CNR1; cannabinoid receptor 1	0
K04160	HTR4; 5-hydroxytryptamine receptor 4	0
K04161	HTR5; 5-hydroxytryptamine receptor 5	0
K04162	HTR6; 5-hydroxytryptamine receptor 6	0
K04163	HTR7; 5-hydroxytryptamine receptor 7	0
K04314	PRLHR, GPR10; prolactin releasing hormone receptor	0
K04166	AGTR1; angiotensin II receptor type 1	0
K04167	AGTR2; angiotensin II receptor type 2	0
K05215	P2RX1; purinergic receptor P2X, ligand-gated ion channel 1	0
K05214	GRIN3B; glutamate receptor, ionotropic, N-methyl-D-aspartate 3B	0
K05217	P2RX3; purinergic receptor P2X, ligand-gated ion channel 3	0
K05216	P2RX2; purinergic receptor P2X, ligand-gated ion channel 2	0
K05211	GRIN2C; glutamate receptor, ionotropic, N-methyl-D-aspartate 2C	0
K05210	GRIN2B; glutamate receptor, ionotropic, N-methyl-D-aspartate 2B	0
K05213	GRIN3A; glutamate receptor, ionotropic, N-methyl-D-aspartate 3A	0
K05212	GRIN2D; glutamate receptor, ionotropic, N-methyl-D-aspartate 2D	0
K01352	GZMA; granzyme A [EC:3.4.21.78]	0
K05054	MCHR2; melanin-concentrating hormone receptor 2	0
K05053	NMUR2; neuromedin U receptor 2	0
K04139	ADRA2B; adrenergic receptor alpha-2B	0
K05051	TAAR; trace amine associated receptor	0
K05199	GRIA3; glutamate receptor, ionotropic, AMPA 3	0
K04586	PTHR2; parathyroid hormone receptor 2	0
K04138	ADRA2A; adrenergic receptor alpha-2A	0
K01315	PLG; plasminogen [EC:3.4.21.7]	0
K05222	TRPV1; transient receptor potential cation channel subfamily V member 1	0
K05260	GHRH; growth hormone-releasing hormone	0
K04174	APLNR; apelin receptor	0
K04173	FPRL; formyl peptide receptor-like	0
K04172	FPR1; formyl peptide receptor 1	0
K04171	GPR77; G protein-coupled receptor 77	0
K04170	BRS3; bombesin-like receptor 3	0
K04582	GLP2R; glucagon-like peptide 2 receptor	0
K04249	TSHR; thyroid stimulating hormone receptor	0
K04804	CHRNA2; nicotinic acetylcholine receptor alpha-2 (neuronal)	0
K04583	GCGR; glucagon receptor	0
K08375	NPFFR2; neuropeptide FF receptor 2	0
K08374	KISS1R; KISS1 receptor	0
K08377	NPBWR2; neuropeptides B/W receptor 2	0
K04577	CALCRL; calcitonin receptor-like	0
K01312	PRSS; trypsin [EC:3.4.21.4]	0
K04269	P2RY2; purinergic receptor P2Y, G protein-coupled, 2	0
K04268	ADORA3; adenosine A3 receptor	0
K04267	ADORA2B; adenosine receptor A2b	0
K04266	ADORA2A; adenosine receptor A2a	0
K04265	ADORA1; adenosine A1 receptor	0
K01313	F2; coagulation factor II (thrombin) [EC:3.4.21.5]	0
K04263	PTGIR; prostacyclin receptor	0
K04229	OXTR; oxytocin receptor	0
K04261	PTGER4; prostaglandin E receptor 4	0
K04260	PTGER3; prostaglandin E receptor 3	0
K04199	MC1R; melanocortin 1 receptor	0
K04198	EDNRB; endothelin receptor type B	0
K05187	GABRG2; gamma-aminobutyric acid (GABA) A receptor gamma-2	0
K05223	NMB; neuromedin B	0
K05224	GRP; gastrin-releasing peptide	0
K05225	APLN; apelin	0
K05226	CCK; cholecystokinin	0
K05227	EDN; endothelin	0
K05228	POMC; proopiomelanocortin	0
K05080	GHR; growth hormone receptor	0
K04248	LHCGR; luteinizing hormone/choriogonadotropin receptor	0
K04195	CCKBR; cholecystokinin B receptor	0
K04194	CCKAR; cholecystokinin A receptor	0
K04197	EDNRA; endothelin receptor type A	0
K04196	CCKLR; cholecystokinin-like receptor	0
K04292	S1PR2, EDG5; sphingosine 1-phosphate receptor 2	0
K04293	S1PR4, EDG6; sphingosine 1-phosphate receptor 4	0
K04290	S1PR3, EDG3; sphingosine 1-phosphate receptor 3	0
K04291	LPAR2, EDG4; lysophosphatidic acid receptor 2	0
K04296	LTB4R1; leukotriene B4 receptor 1	0
K04297	LTB4R2; leukotriene B4 receptor 2	0
K04294	LPAR3, EDG7; lysophosphatidic acid receptor 3	0
K04270	P2RY1; purinergic receptor P2Y, G protein-coupled, 1	0
K05221	P2RXL1, P2RX6; purinergic receptor P2X-like 1, orphan receptor	0
K04299	P2RY14; purinergic receptor P2Y, G protein-coupled, 14	0
K04813	CHRNB2; nicotinic acetylcholine receptor beta-2 (neuronal)	0
K05081	PRLR; prolactin receptor	0
K08362	NR1A2, THRB; thyroid hormone receptor beta	0
K04604	GRM1_5; metabotropic glutamate receptor 1/5	0
K04218	SSTR2; somatostatin receptor 2	0
K04219	SSTR3; somatostatin receptor 3	0
K04271	P2RY4; pyrimidinergic receptor P2Y, G protein-coupled, 4	0
K04588	SCTR; secretin receptor	0
K04589	VIPR1; vasoactive intestinal peptide receptor 1	0
K04212	NTSR2; neurotensin receptor 2	0
K04213	OPRD1; opioid receptor delta 1	0
K04210	GPR83, GPR72; G protein-coupled receptor 83	0
K04211	NTSR1; neurotensin receptor 1	0
K04216	OPRL1; opiate receptor-like 1	0
K04217	SSTR1; somatostatin receptor 1	0
K04214	OPRK1; opioid receptor kappa 1	0
K04215	OPRM1; opioid receptor mu 1	0
K05239	TAC1; tachykinin 1	0
K05238	CORT; cortistatin	0
K05237	SST; somatostatin	0
K05236	COPA; coatomer protein complex, subunit alpha (xenin)	0
K05235	NTS; neurotensin	0
K05234	PPY; pancreatic polypeptide	0
K05233	PYY; peptide YY	0
K05232	NPY; neuropeptide Y	0
K05231	AGRP; agouti related protein	0
K04814	CHRNB3; nicotinic acetylcholine receptor beta-3	0
K04280	GNRHR; gonadotropin-releasing hormone receptor	0
K04816	CHRND; nicotinic acetylcholine receptor delta	0
K04282	TRHR; thyrotropin-releasing hormone receptor	0
K04285	MTNR1A; melatonin receptor 1A	0
K04284	GHSR; growth hormone secretagogue receptor	0
K04287	GPR50; G protein-coupled receptor 50	0
K04286	MTNR1B; melatonin receptor 1B	0
K04289	LPAR1, EDG2; lysophosphatidic acid receptor 1	0
K04288	S1PR1, EDG1; sphingosine 1-phosphate receptor 1	0
K04818	CHRNG; nicotinic acetylcholine receptor gamma	0
K04579	CRHR2; corticotropin releasing hormone receptor 2	0
K04231	GALR2; galanin receptor 2	0
K04264	TBXA2R; thromboxane A2 receptor	0
K04815	CHRNB4; nicotinic acetylcholine receptor beta-4	0
K05770	BZRP; benzodiazapine receptor	0
K04262	PTGFR; prostaglandin F receptor	0
K04209	NPYNR; neuropeptide Y receptor, invertebrate	0
K04817	CHRNE; nicotinic acetylcholine receptor epsilon	0
K04322	CYSLTR1; cysteinyl leukotriene receptor 1	0
K04323	CYSLTR2; cysteinyl leukotriene receptor 2	0
K04320	MCHR1; melanin-concentrating hormone receptor 1	0
K04201	MC3R; melanocortin 3 receptor	0
K04200	MC2R; melanocortin 2 receptor	0
K04203	MC5R; melanocortin 5 receptor	0
K04202	MC4R; melanocortin 4 receptor	0
K04205	NPY2R; neuropeptide Y receptor type 2	0
K04204	NPY1R_4R_6R; neuropeptide Y receptor type 1/4/6	0
K04207	NPY5R; neuropeptide Y receptor type 5	0
K04811	CHRNA10; nicotinic acetylcholine receptor alpha-10	0
K05185	GABRE; gamma-aminobutyric acid (GABA) A receptor epsilon	0
K05248	UTS2; urotensin 2	0
K05249	NMU; neuromedin U	0
K04812	CHRNB1; nicotinic acetylcholine receptor beta-1 (muscle)	0
K05184	GABRD; gamma-aminobutyric acid (GABA) A receptor delta	0
K05242	AVP; arginine vasopressin	0
K05243	OXT; oxytocin	0
K05240	TAC2_3; tachykinin 2/3	0
K05241	TAC4; tachykinin 4	0
K05246	HCRT; hypocretin (orexin) neuropeptide	0
K05247	NPFF; neuropeptide FF-amide peptide	0
K05244	GAL; galanin	0
K04803	CHRNA1; nicotinic acetylcholine receptor alpha-1 (muscle)	0
K05218	P2RX4; purinergic receptor P2X, ligand-gated ion channel 4	0
K05186	GABRG1; gamma-aminobutyric acid (GABA) A receptor gamma-1	0
K04807	CHRNA5; nicotinic acetylcholine receptor alpha-5	0
K04806	CHRNA4; nicotinic acetylcholine receptor alpha-4	0
K04805	CHRNA3; nicotinic acetylcholine receptor alpha-3	0
K04258	PTGER1; prostaglandin E receptor 1	0
K05181	GABRB1; gamma-aminobutyric acid (GABA) A receptor beta-1	0
K04809	CHRNA7; nicotinic acetylcholine receptor alpha-7	0
K04808	CHRNA6; nicotinic acetylcholine receptor alpha-6	0
K08521	LHB; luteinizing hormone beta polypeptide	0
K08522	CGA; glycoprotein hormones, alpha polypeptide	0
K05180	GABRA6; gamma-aminobutyric acid (GABA) A receptor alpha-6	0
K04234	F2RL1, PAR2; coagulation factor II (thrombin) receptor-like 1	0
