COGID	Function	Gene Count
COG2876	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase	0
COG3724	Succinylarginine dihydrolase	0
COG0786	Na+/glutamate symporter	0
COG2235	Arginine deiminase	0
COG4161	ABC-type arginine transport system, ATPase component	0
COG0421	Spermidine synthase	0
COG4413	Urea transporter	0
COG1104	Cysteine sulfinate desulfinase/cysteine desulfurase and related enzymes	0
COG4311	Sarcosine oxidase delta subunit	0
COG2040	Homocysteine/selenocysteine methylase (S-methylmethionine-dependent)	0
COG3048	D-serine dehydratase	0
COG4091	Predicted homoserine dehydrogenase	0
COG3192	Ethanolamine utilization protein	0
COG2049	Allophanate hydrolase subunit 1	0
COG1984	Allophanate hydrolase subunit 2	0
COG4865	Glutamate mutase epsilon subunit	0
COG1410	Methionine synthase I, cobalamin-binding domain	0
COG2171	Tetrahydrodipicolinate N-succinyltransferase	0
COG0002	Acetylglutamate semialdehyde dehydrogenase	0
COG1174	ABC-type proline/glycine betaine transport systems, permease component	0
COG1177	ABC-type spermidine/putrescine transport system, permease component II	0
COG1176	ABC-type spermidine/putrescine transport system, permease component I	0
COG0006	Xaa-Pro aminopeptidase	0
COG1748	Saccharopine dehydrogenase and related proteins	0
COG0559	Branched-chain amino acid ABC-type transport system, permease components	0
COG0710	3-dehydroquinate dehydratase	0
COG0241	Histidinol phosphatase and related phosphatases	0
COG0160	4-aminobutyrate aminotransferase and related aminotransferases	0
COG1775	Benzoyl-CoA reductase/2-hydroxyglutaryl-CoA dehydratase subunit, BcrC/BadD/HgdB	0
COG0165	Argininosuccinate lyase	0
COG2423	Predicted ornithine cyclodeaminase, mu-crystallin homolog	0
COG0814	Amino acid permeases	0
COG0169	Shikimate 5-dehydrogenase	0
COG0410	ABC-type branched-chain amino acid transport systems, ATPase component	0
COG4401	Chorismate mutase	0
COG3075	Anaerobic glycerol-3-phosphate dehydrogenase	0
COG0646	Methionine synthase I (cobalamin-dependent), methyltransferase domain	0
COG4166	ABC-type oligopeptide transport system, periplasmic component	0
COG3616	Predicted amino acid aldolase or racemase	0
COG4160	ABC-type arginine/histidine transport system, permease component	0
COG4992	Ornithine/acetylornithine aminotransferase	0
COG2502	Asparagine synthetase A	0
COG3591	V8-like Glu-specific endopeptidase	0
COG0498	Threonine synthase	0
COG2988	Succinylglutamate desuccinylase	0
COG0159	Tryptophan synthase alpha chain	0
COG1586	S-adenosylmethionine decarboxylase	0
COG1465	Predicted alternative 3-dehydroquinate synthase	0
COG1834	N-Dimethylarginine dimethylaminohydrolase	0
COG3457	Predicted amino acid racemase	0
COG0404	Glycine cleavage system T protein (aminomethyltransferase)	0
COG0405	Gamma-glutamyltransferase	0
COG1166	Arginine decarboxylase (spermidine biosynthesis)	0
COG0403	Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain	0
COG1164	Oligoendopeptidase F	0
COG4816	Ethanolamine utilization protein	0
COG1168	Bifunctional PLP-dependent enzyme with beta-cystathionase and maltose regulon repressor activities	0
COG0560	Phosphoserine phosphatase	0
COG0077	Prephenate dehydratase	0
COG0076	Glutamate decarboxylase and related PLP-dependent proteins	0
COG0075	Serine-pyruvate aminotransferase/archaeal aspartate aminotransferase	0
COG1760	L-serine deaminase	0
COG0070	Glutamate synthase domain 3	0
COG0174	Glutamine synthetase	0
COG0079	Histidinol-phosphate/aromatic aminotransferase and cobyric acid decarboxylase	0
COG0078	Ornithine carbamoyltransferase	0
COG4608	ABC-type oligopeptide transport system, ATPase component	0
COG3186	Phenylalanine-4-hydroxylase	0
COG4177	ABC-type branched-chain amino acid transport system, permease component	0
COG2515	1-aminocyclopropane-1-carboxylate deaminase	0
COG2066	Glutaminase	0
COG2355	Zn-dependent dipeptidase, microsomal dipeptidase homolog	0
COG1115	Na+/alanine symporter	0
COG2061	ACT-domain-containing protein, predicted allosteric regulator of homoserine dehydrogenase	0
COG2866	Predicted carboxypeptidase	0
COG1114	Branched-chain amino acid permeases	0
COG0367	Asparagine synthase (glutamine-hydrolyzing)	0
COG0082	Chorismate synthase	0
COG0083	Homoserine kinase	0
COG2755	Lysophospholipase L1 and related esterases	0
COG1362	Aspartyl aminopeptidase	0
COG1364	N-acetylglutamate synthase (N-acetylornithine aminotransferase)	0
COG5425	Usg protein, probable subunit of phosphoribosylanthranilate isomerase	0
COG4819	Ethanolamine utilization protein, possible chaperonin protecting lyase from inhibition	0
COG0665	Glycine/D-amino acid oxidases (deaminating)	0
COG0065	3-isopropylmalate dehydratase large subunit	0
COG0066	3-isopropylmalate dehydratase small subunit	0
COG0067	Glutamate synthase domain 1	0
COG1113	Gamma-aminobutyrate permease and related permeases	0
COG3033	Tryptophanase	0
COG3931	Predicted N-formylglutamate amidohydrolase	0
COG0107	Imidazoleglycerol-phosphate synthase	0
COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	0
COG0339	Zn-dependent oligopeptidases	0
COG1812	Archaeal S-adenosylmethionine synthetase	0
COG1280	Putative threonine efflux protein	0
COG4187	Arginine degradation protein (predicted deacylase)	0
COG1045	Serine acetyltransferase	0
COG1231	Monoamine oxidase	0
COG0069	Glutamate synthase domain 2	0
COG3741	N-formylglutamate amidohydrolase	0
COG3579	Aminopeptidase C	0
COG1687	Predicted branched-chain amino acid permeases (azaleucine resistance)	0
COG1448	Aspartate/tyrosine/aromatic aminotransferase	0
COG4583	Sarcosine oxidase gamma subunit	0
COG1446	Asparaginase	0
COG2957	Peptidylarginine deiminase and related enzymes	0
COG0460	Homoserine dehydrogenase	0
COG3227	Zinc metalloprotease (elastase)	0
COG0139	Phosphoribosyl-AMP cyclohydrolase	0
COG1982	Arginine/lysine/ornithine decarboxylases	0
COG3938	Proline racemase	0
COG0118	Glutamine amidotransferase	0
COG0119	Isopropylmalate/homocitrate/citramalate synthases	0
COG3844	Kynureninase	0
COG3842	ABC-type spermidine/putrescine transport systems, ATPase components	0
COG0509	Glycine cleavage system H protein (lipoate-binding)	0
COG0506	Proline dehydrogenase	0
COG0112	Glycine/serine hydroxymethyltransferase	0
COG4820	Ethanolamine utilization protein, possible chaperonin	0
COG0747	ABC-type dipeptide transport system, periplasmic component	0
COG2008	Threonine aldolase	0
COG0833	Amino acid transporters	0
COG1296	Predicted branched-chain amino acid permease (azaleucine resistance)	0
COG3104	Dipeptide/tripeptide permease	0
COG4303	Ethanolamine ammonia-lyase, large subunit	0
COG3232	5-carboxymethyl-2-hydroxymuconate isomerase	0
COG0832	Urea amidohydrolase (urease) beta subunit	0
COG4215	ABC-type arginine transport system, permease component	0
COG3483	Tryptophan 2,3-dioxygenase (vermilion)	0
COG0831	Urea amidohydrolase (urease) gamma subunit	0
COG4598	ABC-type histidine transport system, ATPase component	0
COG3643	Glutamate formiminotransferase	0
COG3404	Methenyl tetrahydrofolate cyclohydrolase	0
COG0263	Glutamate 5-kinase	0
COG0260	Leucyl aminopeptidase	0
COG4359	Uncharacterized conserved protein, possibly involved in methylthioadenosine recycling	0
COG0345	Pyrroline-5-carboxylate reductase	0
COG0347	Nitrogen regulatory protein PII	0
COG0346	Lactoylglutathione lyase and related lyases	0
COG4597	ABC-type amino acid transport system, permease component	0
COG1142	Fe-S-cluster-containing hydrogenase components 2	0
COG1029	Formylmethanofuran dehydrogenase subunit B	0
COG2025	Electron transfer flavoprotein, alpha subunit	0
COG0680	Ni,Fe-hydrogenase maturation factor	0
COG1347	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrD	0
COG1229	Formylmethanofuran dehydrogenase subunit A	0
COG3288	NAD/NADP transhydrogenase alpha subunit	0
COG2037	Formylmethanofuran:tetrahydromethanopterin formyltransferase	0
COG5231	Vacuolar H+-ATPase V1 sector, subunit H	0
COG1979	Uncharacterized oxidoreductases, Fe-dependent alcohol dehydrogenase family	0
COG2033	Desulfoferrodoxin	0
COG0280	Phosphotransacetylase	0
COG0281	Malic enzyme	0
COG0282	Acetate kinase	0
COG0045	Succinyl-CoA synthetase, beta subunit	0
COG3258	Cytochrome c	0
COG1227	Inorganic pyrophosphatase/exopolyphosphatase	0
COG4657	Predicted NADH:ubiquinone oxidoreductase, subunit RnfA	0
COG4656	Predicted NADH:ubiquinone oxidoreductase, subunit RnfC	0
COG1600	Uncharacterized Fe-S protein	0
COG2811	Archaeal/vacuolar-type H+-ATPase subunit H	0
COG4659	Predicted NADH:ubiquinone oxidoreductase, subunit RnfG	0
COG1880	CO dehydrogenase/acetyl-CoA synthase epsilon subunit	0
COG3794	Plastocyanin	0
COG2080	Aerobic-type carbon monoxide dehydrogenase, small subunit CoxS/CutS homologs	0
COG2838	Monomeric isocitrate dehydrogenase	5
COG3658	Cytochrome b	0
COG1153	Formylmethanofuran dehydrogenase subunit D	0
COG0356	F0F1-type ATP synthase, subunit a	0
COG1436	Archaeal/vacuolar-type H+-ATPase subunit F	0
COG0355	F0F1-type ATP synthase, epsilon subunit (mitochondrial delta subunit)	0
COG0723	Rieske Fe-S protein	0
COG1031	Uncharacterized Fe-S oxidoreductase	0
COG1032	Fe-S oxidoreductase	0
COG0711	F0F1-type ATP synthase, subunit b	0
COG1034	NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G)	0
COG1035	Coenzyme F420-reducing hydrogenase, beta subunit	0
COG1036	Archaeal flavoproteins	0
COG1038	Pyruvate carboxylase	0
COG0716	Flavodoxins	0
COG2609	Pyruvate dehydrogenase complex, dehydrogenase (E1) component	0
COG5127	Vacuolar H+-ATPase V1 sector, subunit C	0
COG2851	H+/citrate symporter	0
COG0039	Malate/lactate dehydrogenases	0
COG1969	Ni,Fe-hydrogenase I cytochrome b subunit	0
COG3029	Fumarate reductase subunit C	0
COG0636	F0F1-type ATP synthase, subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K	0
COG2181	Nitrate reductase gamma subunit	0
COG2180	Nitrate reductase delta subunit	0
COG2993	Cbb3-type cytochrome oxidase, cytochrome c subunit	0
COG1726	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrA	0
COG2221	Dissimilatory sulfite reductase (desulfoviridin), alpha and beta subunits	0
COG4231	Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits	0
COG4230	Delta 1-pyrroline-5-carboxylate dehydrogenase	0
COG4658	Predicted NADH:ubiquinone oxidoreductase, subunit RnfD	0
COG2414	Aldehyde:ferredoxin oxidoreductase	0
COG4237	Hydrogenase 4 membrane component (E)	0
COG1845	Heme/copper-type cytochrome/quinol oxidase, subunit 3	0
COG3426	Butyrate kinase	0
COG2224	Isocitrate lyase	0
COG2225	Malate synthase	0
COG5016	Pyruvate/oxaloacetate carboxyltransferase	0
COG0731	Fe-S oxidoreductases	0
COG4074	H2-forming N5,N10-methylenetetrahydromethanopterin dehydrogenase	0
COG1008	NADH:ubiquinone oxidoreductase subunit 4 (chain M)	0
COG0056	F0F1-type ATP synthase, alpha subunit	0
COG2191	Formylmethanofuran dehydrogenase subunit E	0
COG1005	NADH:ubiquinone oxidoreductase subunit 1 (chain H)	0
COG1007	NADH:ubiquinone oxidoreductase subunit 2 (chain N)	0
COG1252	NADH dehydrogenase, FAD-containing subunit	0
COG0538	Isocitrate dehydrogenases	0
COG1085	Galactose-1-phosphate uridylyltransferase	0
COG1139	Uncharacterized conserved protein containing a ferredoxin-like domain	0
COG3038	Cytochrome B561	0
COG1269	Archaeal/vacuolar-type H+-ATPase subunit I	0
COG0437	Fe-S-cluster-containing hydrogenase components 1	0
COG1152	CO dehydrogenase/acetyl-CoA synthase alpha subunit	0
COG0022	Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, beta subunit	0
COG1150	Heterodisulfide reductase, subunit C	0
COG1156	Archaeal/vacuolar-type H+-ATPase subunit B	0
COG1155	Archaeal/vacuolar-type H+-ATPase subunit A	0
COG1620	L-lactate permease	0
COG2055	Malate/L-lactate dehydrogenases	0
COG2086	Electron transfer flavoprotein, beta subunit	0
COG3262	Ni,Fe-hydrogenase III component G	0
COG2878	Predicted NADH:ubiquinone oxidoreductase, subunit RnfB	0
COG3260	Ni,Fe-hydrogenase III small subunit	0
COG5557	Polysulphide reductase	0
COG2871	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrF	0
COG1529	Aerobic-type carbon monoxide dehydrogenase, large subunit CoxL/CutL homologs	0
COG3630	Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, gamma subunit	0
COG2710	Nitrogenase molybdenum-iron protein, alpha and beta chains	0
COG1526	Uncharacterized protein required for formate dehydrogenase activity	0
COG1527	Archaeal/vacuolar-type H+-ATPase subunit C	0
COG1251	NAD(P)H-nitrite reductase	0
COG1018	Flavodoxin reductases (ferredoxin-NADPH reductases) family 1	0
COG1254	Acylphosphatases	0
COG1012	NAD-dependent aldehyde dehydrogenases	0
COG1013	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, beta subunit	0
COG3783	Soluble cytochrome b562	0
COG1017	Hemoglobin-like flavoprotein	0
COG1014	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit	0
COG1148	Heterodisulfide reductase, subunit A and related polyferredoxins	0
COG1149	MinD superfamily P-loop ATPase containing an inserted ferredoxin domain	0
COG3202	ATP/ADP translocase	0
COG3125	Heme/copper-type cytochrome/quinol oxidase, subunit 4	0
COG1140	Nitrate reductase beta subunit	0
COG1141	Ferredoxin	0
COG0426	Uncharacterized flavoproteins	0
COG1143	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	0
COG1144	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, delta subunit	0
COG1145	Ferredoxin	0
COG1146	Ferredoxin	0
COG1319	Aerobic-type carbon monoxide dehydrogenase, middle subunit CoxM/CutM homologs	0
COG1908	Coenzyme F420-reducing hydrogenase, delta subunit	0
COG1394	Archaeal/vacuolar-type H+-ATPase subunit D	0
COG4314	Predicted lipoprotein involved in nitrous oxide reduction	0
COG1905	NADH:ubiquinone oxidoreductase 24 kD subunit	0
COG0852	NADH:ubiquinone oxidoreductase 27 kD subunit	0
COG2048	Heterodisulfide reductase, subunit B	0
COG1902	NADH:flavin oxidoreductases, Old Yellow Enzyme family	0
COG3808	Inorganic pyrophosphatase	0
COG1413	FOG: HEAT repeat	0
COG0221	Inorganic pyrophosphatase	0
COG0224	F0F1-type ATP synthase, gamma subunit	0
COG1304	L-lactate dehydrogenase (FMN-dependent) and related alpha-hydroxy acid dehydrogenases	0
COG0554	Glycerol kinase	0
COG1301	Na+/H+-dicarboxylate symporters	0
COG0712	F0F1-type ATP synthase, delta subunit (mitochondrial oligomycin sensitivity protein)	0
COG0713	NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K)	0
COG0247	Fe-S oxidoreductase	0
COG0240	Glycerol-3-phosphate dehydrogenase	0
COG0243	Anaerobic dehydrogenases, typically selenocysteine-containing	0
COG3245	Cytochrome c5	0
COG0649	NADH:ubiquinone oxidoreductase 49 kD subunit 7	0
COG1773	Rubredoxin	0
COG0843	Heme/copper-type cytochrome/quinol oxidases, subunit 1	0
COG1069	Ribulose kinase	0
COG2421	Predicted acetamidase/formamidase	0
COG3493	Na+/citrate symporter	0
COG0644	Dehydrogenases (flavoproteins)	0
COG1062	Zn-dependent alcohol dehydrogenases, class III	0
COG5013	Nitrate reductase alpha subunit	0
COG0650	Formate hydrogenlyase subunit 4	0
COG4459	Periplasmic nitrate reductase system, NapE component	0
COG3051	Citrate lyase, alpha subunit	0
COG3052	Citrate lyase, gamma subunit	0
COG3053	Citrate lyase synthetase	0
COG1838	Tartrate dehydratase beta subunit/Fumarate hydratase class I, C-terminal domain	0
COG3241	Azurin	0
COG1249	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes	0
COG3411	Ferredoxin	0
COG0674	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, alpha subunit	0
COG1390	Archaeal/vacuolar-type H+-ATPase subunit E	0
COG0567	2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes	0
COG1271	Cytochrome bd-type quinol oxidase, subunit 1	0
COG3069	C4-dicarboxylate transporter	0
COG0277	FAD/FMN-containing dehydrogenases	0
COG1927	Coenzyme F420-dependent N(5),N(10)-methenyltetrahydromethanopterin dehydrogenase	0
COG0074	Succinyl-CoA synthetase, alpha subunit	0
COG2141	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	0
COG2218	Formylmethanofuran dehydrogenase subunit C	0
COG2142	Succinate dehydrogenase, hydrophobic anchor subunit	0
COG0839	NADH:ubiquinone oxidoreductase subunit 6 (chain J)	0
COG0838	NADH:ubiquinone oxidoreductase subunit 3 (chain A)	0
COG1071	Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit	0
COG1883	Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, beta subunit	0
COG1882	Pyruvate-formate lyase	5
COG1805	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrB	0
COG1804	Predicted acyl-CoA transferases/carnitine dehydratase	0
COG2069	CO dehydrogenase/acetyl-CoA synthase delta subunit (corrinoid Fe-S protein)	0
COG3312	F0F1-type ATP synthase, subunit I	0
COG1951	Tartrate dehydratase alpha subunit/Fumarate hydratase class I, N-terminal domain	0
COG2352	Phosphoenolpyruvate carboxylase	0
COG2864	Cytochrome b subunit of formate dehydrogenase	0
COG2863	Cytochrome c553	0
COG3954	Phosphoribulokinase	0
COG2869	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrC	0
COG0578	Glycerol-3-phosphate dehydrogenase	0
COG0667	Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)	0
COG3043	Nitrate reductase cytochrome c-type subunit	0
